Participante,Curso,ID Actividad,Tipo de actividad,Tipo de evento,Ocurrió en
a12,CJLS,a0b645fb-be6c-4264-a361-b750d7abba38,likert,exited,2025-03-21 12:17:02.182724+01:00 CET Europe/Madrid
a12,CJLS,78bd34f8-e7f6-4bf8-8f4b-232bc031cfae,likert,entered,2025-03-21 12:17:02.214308+01:00 CET Europe/Madrid
a12,CJLS,78bd34f8-e7f6-4bf8-8f4b-232bc031cfae,likert,exited,2025-03-21 12:17:02.233333+01:00 CET Europe/Madrid
a12,CJLS,82b50990-c52c-413c-a0b0-291b2dc6ba81,likert,entered,2025-03-21 12:17:02.264829+01:00 CET Europe/Madrid
a12,CJLS,82b50990-c52c-413c-a0b0-291b2dc6ba81,likert,exited,2025-03-21 12:17:02.284001+01:00 CET Europe/Madrid
a12,CJLS,c7bbd525-c5ec-4ef3-bb59-11d0fc62f8f6,likert,entered,2025-03-21 12:17:02.316293+01:00 CET Europe/Madrid
a12,CJLS,c7bbd525-c5ec-4ef3-bb59-11d0fc62f8f6,likert,exited,2025-03-21 12:17:02.363431+01:00 CET Europe/Madrid
a12,CJLS,d4c715ad-4b6e-49b0-b095-8552ace72bfc,likert,entered,2025-03-21 12:17:02.366549+01:00 CET Europe/Madrid
a12,CJLS,d4c715ad-4b6e-49b0-b095-8552ace72bfc,likert,exited,2025-03-21 12:17:02.383217+01:00 CET Europe/Madrid
a12,CJLS,74247983-e7cd-4c6d-af82-15f7a2203582,likert,entered,2025-03-21 12:17:02.413240+01:00 CET Europe/Madrid
a12,CJLS,74247983-e7cd-4c6d-af82-15f7a2203582,likert,exited,2025-03-21 12:17:02.427895+01:00 CET Europe/Madrid
a12,CJLS,6a9caa23-976d-490f-be1d-664c6230bfc4,likert,entered,2025-03-21 12:17:02.430557+01:00 CET Europe/Madrid
a12,CJLS,6a9caa23-976d-490f-be1d-664c6230bfc4,likert,exited,2025-03-21 12:17:02.466469+01:00 CET Europe/Madrid
a12,CJLS,7a317816-969f-486d-9870-265902e570c8,likert,entered,2025-03-21 12:17:02.471734+01:00 CET Europe/Madrid
a12,CJLS,7a317816-969f-486d-9870-265902e570c8,likert,exited,2025-03-21 12:17:02.481089+01:00 CET Europe/Madrid
a12,CJLS,7b7bdffe-5a5a-43a4-97b7-cc3e63612cb3,likert,entered,2025-03-21 12:17:02.484297+01:00 CET Europe/Madrid
a12,CJLS,7b7bdffe-5a5a-43a4-97b7-cc3e63612cb3,likert,exited,2025-03-21 12:17:02.520689+01:00 CET Europe/Madrid
a12,CJLS,dc7a6ad6-d1db-4694-a8b1-8ef7f3455d46,likert,entered,2025-03-21 12:17:02.524219+01:00 CET Europe/Madrid
a12,CJLS,dc7a6ad6-d1db-4694-a8b1-8ef7f3455d46,likert,exited,2025-03-21 12:17:02.530956+01:00 CET Europe/Madrid
a12,CJLS,ac3a0ba3-9a48-47d5-b8fe-f346b08ecdf1,likert,entered,2025-03-21 12:17:02.533226+01:00 CET Europe/Madrid
a12,CJLS,ac3a0ba3-9a48-47d5-b8fe-f346b08ecdf1,likert,exited,2025-03-21 12:17:02.566380+01:00 CET Europe/Madrid
a12,CJLS,ae77805b-0495-4d0d-878a-a961fcc23367,mcq,entered,2025-03-21 12:17:02.571530+01:00 CET Europe/Madrid
a12,CJLS,ae77805b-0495-4d0d-878a-a961fcc23367,mcq,exited,2025-03-21 12:17:02.578544+01:00 CET Europe/Madrid
a12,CJLS,b064e333-5718-4073-a7b0-515e2460f186,likert,entered,2025-03-21 12:17:02.580456+01:00 CET Europe/Madrid
a12,CJLS,b064e333-5718-4073-a7b0-515e2460f186,likert,exited,2025-03-21 12:17:02.613970+01:00 CET Europe/Madrid
a12,CJLS,d95a3825-4476-43a5-9531-e09e91ac1f21,likert,entered,2025-03-21 12:17:02.616160+01:00 CET Europe/Madrid
a12,CJLS,d95a3825-4476-43a5-9531-e09e91ac1f21,likert,exited,2025-03-21 12:17:02.625478+01:00 CET Europe/Madrid
a12,CJLS,50198615-ab47-4fe3-b02a-2b9bf9e4469a,likert,entered,2025-03-21 12:17:02.627712+01:00 CET Europe/Madrid
a12,CJLS,50198615-ab47-4fe3-b02a-2b9bf9e4469a,likert,exited,2025-03-21 12:17:02.635613+01:00 CET Europe/Madrid
a12,CJLS,785fef58-b146-4878-a3a9-6baf13f6a6f9,likert,entered,2025-03-21 12:17:02.677605+01:00 CET Europe/Madrid
a12,CJLS,785fef58-b146-4878-a3a9-6baf13f6a6f9,likert,exited,2025-03-21 12:17:02.721229+01:00 CET Europe/Madrid
a12,CJLS,5ba94cdf-6c4b-419f-8c68-401e9e60994d,likert,entered,2025-03-21 12:17:02.728784+01:00 CET Europe/Madrid
a12,CJLS,5ba94cdf-6c4b-419f-8c68-401e9e60994d,likert,exited,2025-03-21 12:17:02.773534+01:00 CET Europe/Madrid
a12,CJLS,d9a464c6-d3cb-4cea-9535-a91c96e7d9b5,likert,entered,2025-03-21 12:17:02.781978+01:00 CET Europe/Madrid
a12,CJLS,d9a464c6-d3cb-4cea-9535-a91c96e7d9b5,likert,exited,2025-03-21 12:17:02.821489+01:00 CET Europe/Madrid
a12,CJLS,334955d4-bac8-4e30-a93e-8b8eacb812ab,likert,entered,2025-03-21 12:17:02.829846+01:00 CET Europe/Madrid
a12,CJLS,334955d4-bac8-4e30-a93e-8b8eacb812ab,likert,exited,2025-03-21 12:17:02.874677+01:00 CET Europe/Madrid
a12,CJLS,ed4229b1-2041-4a88-a0b7-622d4416b889,likert,entered,2025-03-21 12:17:02.883394+01:00 CET Europe/Madrid
a12,CJLS,ed4229b1-2041-4a88-a0b7-622d4416b889,likert,exited,2025-03-21 12:17:03.224494+01:00 CET Europe/Madrid
a12,CJLS,8d201a12-69c7-42cd-a4f2-ecc987362426,likert,entered,2025-03-21 12:17:03.338481+01:00 CET Europe/Madrid
a12,CJLS,8d201a12-69c7-42cd-a4f2-ecc987362426,likert,exited,2025-03-21 12:17:03.431760+01:00 CET Europe/Madrid
a12,CJLS,fef54ae4-52b4-44a3-a767-796bed655742,likert,entered,2025-03-21 12:17:03.444961+01:00 CET Europe/Madrid
a12,CJLS,fef54ae4-52b4-44a3-a767-796bed655742,likert,exited,2025-03-21 12:17:03.473639+01:00 CET Europe/Madrid
a12,CJLS,f00e5c4b-39f6-49c0-b5c4-a49913aa0cb3,likert,entered,2025-03-21 12:17:03.478197+01:00 CET Europe/Madrid
a12,CJLS,f00e5c4b-39f6-49c0-b5c4-a49913aa0cb3,likert,exited,2025-03-21 12:17:03.518576+01:00 CET Europe/Madrid
a12,CJLS,557d0cf4-08cf-405f-9dc9-237aba1cda22,likert,entered,2025-03-21 12:17:03.522572+01:00 CET Europe/Madrid
a12,CJLS,557d0cf4-08cf-405f-9dc9-237aba1cda22,likert,exited,2025-03-21 12:17:03.565031+01:00 CET Europe/Madrid
a12,CJLS,353565f4-3d9b-4b66-ba1d-9a3fa863d1e2,likert,entered,2025-03-21 12:17:03.567617+01:00 CET Europe/Madrid
a12,CJLS,353565f4-3d9b-4b66-ba1d-9a3fa863d1e2,likert,exited,2025-03-21 12:17:03.576579+01:00 CET Europe/Madrid
a12,CJLS,f5550f16-5f11-4705-aaee-98636c6fed3c,likert,entered,2025-03-21 12:17:03.580216+01:00 CET Europe/Madrid
a12,CJLS,f5550f16-5f11-4705-aaee-98636c6fed3c,likert,exited,2025-03-21 12:17:03.613827+01:00 CET Europe/Madrid
a12,CJLS,d31a139d-1a16-4857-b4d6-790c76aa0044,likert,entered,2025-03-21 12:17:03.616308+01:00 CET Europe/Madrid
a12,CJLS,d31a139d-1a16-4857-b4d6-790c76aa0044,likert,exited,2025-03-21 12:17:03.624569+01:00 CET Europe/Madrid
a12,CJLS,3f541597-38be-4856-b89a-459ba091ae6d,likert,entered,2025-03-21 12:17:03.627033+01:00 CET Europe/Madrid
a12,CJLS,3f541597-38be-4856-b89a-459ba091ae6d,likert,exited,2025-03-21 12:17:03.633889+01:00 CET Europe/Madrid
a12,CJLS,abd6c9c9-d827-4823-ae7d-ee48a98f3397,likert,entered,2025-03-21 12:17:03.636845+01:00 CET Europe/Madrid
a12,CJLS,abd6c9c9-d827-4823-ae7d-ee48a98f3397,likert,exited,2025-03-21 12:17:03.667751+01:00 CET Europe/Madrid
a12,CJLS,083c4faa-bd3f-4fd0-bfa0-348457ade1cd,likert,entered,2025-03-21 12:17:03.673769+01:00 CET Europe/Madrid
a12,CJLS,083c4faa-bd3f-4fd0-bfa0-348457ade1cd,likert,exited,2025-03-21 12:17:03.681106+01:00 CET Europe/Madrid
a12,CJLS,02898f63-8702-4d68-91a3-a8c92b46f863,likert,entered,2025-03-21 12:17:03.687194+01:00 CET Europe/Madrid
a12,CJLS,02898f63-8702-4d68-91a3-a8c92b46f863,likert,exited,2025-03-21 12:17:03.724028+01:00 CET Europe/Madrid
a12,CJLS,3450614c-eb3a-4b86-8921-0468e417b367,likert,entered,2025-03-21 12:17:03.736482+01:00 CET Europe/Madrid
a12,CJLS,3450614c-eb3a-4b86-8921-0468e417b367,likert,exited,2025-03-21 12:17:03.818957+01:00 CET Europe/Madrid
a12,CJLS,423074f8-71d0-42b6-b914-f6769196cae4,likert,entered,2025-03-21 12:17:03.823946+01:00 CET Europe/Madrid
a12,CJLS,423074f8-71d0-42b6-b914-f6769196cae4,likert,exited,2025-03-21 12:17:03.877496+01:00 CET Europe/Madrid
a12,CJLS,a9b34e94-d2dc-4a67-8f44-cd309abccbf0,likert,entered,2025-03-21 12:17:03.881756+01:00 CET Europe/Madrid
a12,CJLS,a9b34e94-d2dc-4a67-8f44-cd309abccbf0,likert,exited,2025-03-21 12:17:03.924208+01:00 CET Europe/Madrid
a12,CJLS,205708b8-364e-49c7-abde-741a89dc3a21,likert,entered,2025-03-21 12:17:03.928089+01:00 CET Europe/Madrid
a12,CJLS,205708b8-364e-49c7-abde-741a89dc3a21,likert,exited,2025-03-21 12:17:03.968908+01:00 CET Europe/Madrid
a12,CJLS,944caccd-2bf3-4c7c-bbb1-684038803469,mcq,entered,2025-03-21 12:17:03.976524+01:00 CET Europe/Madrid
a12,CJLS,944caccd-2bf3-4c7c-bbb1-684038803469,mcq,exited,2025-03-21 12:17:04.017549+01:00 CET Europe/Madrid
a12,CJLS,f3c6cb0a-8e26-434a-8533-103d52ef4e5f,mcq,entered,2025-03-21 12:17:04.025228+01:00 CET Europe/Madrid
a12,CJLS,f3c6cb0a-8e26-434a-8533-103d52ef4e5f,mcq,exited,2025-03-21 12:17:04.070202+01:00 CET Europe/Madrid
a12,CJLS,4ac6ff29-8a77-42ae-bd9a-395aa16f74cd,mcq,entered,2025-03-21 12:17:04.074586+01:00 CET Europe/Madrid
a12,CJLS,4ac6ff29-8a77-42ae-bd9a-395aa16f74cd,mcq,exited,2025-03-21 12:17:04.113323+01:00 CET Europe/Madrid
a3,CJLS,64c60e56-a068-4b97-8a38-a3bff5e8721f,mcq,entered,2025-03-21 12:17:04.116669+01:00 CET Europe/Madrid
a3,CJLS,64c60e56-a068-4b97-8a38-a3bff5e8721f,mcq,exited,2025-03-21 12:17:04.142436+01:00 CET Europe/Madrid
a3,CJLS,a30f78cc-f230-4851-a98d-5aaf2bf8bc19,mcq,entered,2025-03-21 12:17:04.164465+01:00 CET Europe/Madrid
a3,CJLS,a30f78cc-f230-4851-a98d-5aaf2bf8bc19,mcq,exited,2025-03-21 12:17:04.189978+01:00 CET Europe/Madrid
a3,CJLS,c1a9020e-684e-4263-a56e-2ed35c9c3cdd,mcq,entered,2025-03-21 12:17:04.217541+01:00 CET Europe/Madrid
a3,CJLS,c1a9020e-684e-4263-a56e-2ed35c9c3cdd,mcq,exited,2025-03-21 12:17:04.279127+01:00 CET Europe/Madrid
a3,CJLS,5988ba58-4e66-4d18-bb36-3a1ed9b40ebe,mcq,entered,2025-03-21 12:17:04.288724+01:00 CET Europe/Madrid
a3,CJLS,5988ba58-4e66-4d18-bb36-3a1ed9b40ebe,mcq,exited,2025-03-21 12:17:04.324022+01:00 CET Europe/Madrid
a3,CJLS,c12e8090-6c13-45fb-ac39-f68894b9e793,mcq,entered,2025-03-21 12:17:04.337633+01:00 CET Europe/Madrid
a3,CJLS,c12e8090-6c13-45fb-ac39-f68894b9e793,mcq,exited,2025-03-21 12:17:04.467024+01:00 CET Europe/Madrid
a3,CJLS,70c2cfe5-1da8-438b-9fe6-987fa468c3fb,mcq,entered,2025-03-21 12:17:04.472929+01:00 CET Europe/Madrid
a3,CJLS,70c2cfe5-1da8-438b-9fe6-987fa468c3fb,mcq,exited,2025-03-21 12:17:04.586402+01:00 CET Europe/Madrid
a3,CJLS,489ca34b-aa1f-47ae-8082-dc2a66ede9aa,mcq,entered,2025-03-21 12:17:04.614941+01:00 CET Europe/Madrid
a3,CJLS,489ca34b-aa1f-47ae-8082-dc2a66ede9aa,mcq,exited,2025-03-21 12:17:04.680420+01:00 CET Europe/Madrid
a3,CJLS,d98d3fcf-5e30-4e1d-97f2-dd0f7345c7cf,mcq,entered,2025-03-21 12:17:04.692615+01:00 CET Europe/Madrid
a3,CJLS,d98d3fcf-5e30-4e1d-97f2-dd0f7345c7cf,mcq,exited,2025-03-21 12:17:04.729166+01:00 CET Europe/Madrid
a3,CJLS,f62ccaa6-9a8c-49f7-9018-ded9b15eeb79,mcq,entered,2025-03-21 12:17:04.737522+01:00 CET Europe/Madrid
a3,CJLS,f62ccaa6-9a8c-49f7-9018-ded9b15eeb79,mcq,exited,2025-03-21 12:17:04.775897+01:00 CET Europe/Madrid
a3,CJLS,143f43a2-a18a-40f3-b300-aaf76ed0c663,mcq,entered,2025-03-21 12:17:04.781588+01:00 CET Europe/Madrid
a3,CJLS,143f43a2-a18a-40f3-b300-aaf76ed0c663,mcq,exited,2025-03-21 12:17:04.825853+01:00 CET Europe/Madrid
a3,CJLS,57a92351-8d99-478f-b3f3-e3f6ccc842a5,mcq,entered,2025-03-21 12:17:04.830761+01:00 CET Europe/Madrid
a3,CJLS,57a92351-8d99-478f-b3f3-e3f6ccc842a5,mcq,exited,2025-03-21 12:17:05.072265+01:00 CET Europe/Madrid
a3,CJLS,f0f08369-2832-47b2-8641-81c778918cf5,mcq,entered,2025-03-21 12:17:05.085287+01:00 CET Europe/Madrid
a3,CJLS,f0f08369-2832-47b2-8641-81c778918cf5,mcq,exited,2025-03-21 12:17:05.165882+01:00 CET Europe/Madrid
a3,CJLS,76c68162-bcf4-4317-9cd1-1344fcaadaf1,mcq,entered,2025-03-21 12:17:05.172745+01:00 CET Europe/Madrid
a3,CJLS,76c68162-bcf4-4317-9cd1-1344fcaadaf1,mcq,exited,2025-03-21 12:17:05.265437+01:00 CET Europe/Madrid
a3,CJLS,f27ec558-6bcf-461d-aa67-0c4045facb85,mcq,entered,2025-03-21 12:17:05.272131+01:00 CET Europe/Madrid
a3,CJLS,f27ec558-6bcf-461d-aa67-0c4045facb85,mcq,exited,2025-03-21 12:17:05.342078+01:00 CET Europe/Madrid
a3,CJLS,f90ff66e-aebf-4fa2-8ec3-eeb15ba5a7ba,mcq,entered,2025-03-21 12:17:05.372305+01:00 CET Europe/Madrid
a3,CJLS,f90ff66e-aebf-4fa2-8ec3-eeb15ba5a7ba,mcq,exited,2025-03-21 12:17:05.476349+01:00 CET Europe/Madrid
a3,CJLS,5b9f0fde-5f2b-45d9-9462-fa7772c36098,likert,entered,2025-03-21 12:17:05.488553+01:00 CET Europe/Madrid
a3,CJLS,5b9f0fde-5f2b-45d9-9462-fa7772c36098,likert,exited,2025-03-21 12:17:05.524461+01:00 CET Europe/Madrid
a3,CJLS,7c5a71c5-2c39-4d8c-9e48-c75e43cfac5b,mcq,entered,2025-03-21 12:17:05.536822+01:00 CET Europe/Madrid
a3,CJLS,7c5a71c5-2c39-4d8c-9e48-c75e43cfac5b,mcq,exited,2025-03-21 12:17:05.576243+01:00 CET Europe/Madrid
a3,CJLS,52a9ba7d-3779-4b06-b420-a4842a92865f,likert,entered,2025-03-21 12:17:05.581997+01:00 CET Europe/Madrid
a3,CJLS,52a9ba7d-3779-4b06-b420-a4842a92865f,likert,exited,2025-03-21 12:17:05.664759+01:00 CET Europe/Madrid
a3,CJLS,8dd488fe-4ac6-460c-ad90-f1ec6475ffde,likert,entered,2025-03-21 12:17:05.670938+01:00 CET Europe/Madrid
a3,CJLS,8dd488fe-4ac6-460c-ad90-f1ec6475ffde,likert,exited,2025-03-21 12:17:05.718242+01:00 CET Europe/Madrid
a3,CJLS,9e5d78f1-08b5-466f-9608-6892546f6ddc,likert,entered,2025-03-21 12:17:05.739485+01:00 CET Europe/Madrid
a3,CJLS,9e5d78f1-08b5-466f-9608-6892546f6ddc,likert,exited,2025-03-21 12:17:05.774166+01:00 CET Europe/Madrid
a3,CJLS,c20bae44-4fe9-48e5-96a5-bed5726ff060,likert,entered,2025-03-21 12:17:05.786152+01:00 CET Europe/Madrid
a3,CJLS,c20bae44-4fe9-48e5-96a5-bed5726ff060,likert,exited,2025-03-21 12:17:05.821033+01:00 CET Europe/Madrid
a3,CJLS,c0723271-be81-4bd0-be34-184a92af7e93,likert,entered,2025-03-21 12:17:05.824269+01:00 CET Europe/Madrid
a3,CJLS,c0723271-be81-4bd0-be34-184a92af7e93,likert,exited,2025-03-21 12:17:05.863979+01:00 CET Europe/Madrid
a3,CJLS,e68782d5-6e9c-4ba3-903c-f7d0a7d85527,mcq,entered,2025-03-21 12:17:05.868106+01:00 CET Europe/Madrid
a3,CJLS,e68782d5-6e9c-4ba3-903c-f7d0a7d85527,mcq,exited,2025-03-21 12:17:05.914737+01:00 CET Europe/Madrid
a3,CJLS,00f40885-6229-4347-b937-4c1761dad364,mcq,entered,2025-03-21 12:17:05.922728+01:00 CET Europe/Madrid
a3,CJLS,00f40885-6229-4347-b937-4c1761dad364,mcq,exited,2025-03-21 12:17:05.968543+01:00 CET Europe/Madrid
a3,CJLS,ef8197dc-6450-4883-8975-211ff8ff0671,mcq,entered,2025-03-21 12:17:05.978463+01:00 CET Europe/Madrid
a3,CJLS,ef8197dc-6450-4883-8975-211ff8ff0671,mcq,exited,2025-03-21 12:17:06.020815+01:00 CET Europe/Madrid
a3,CJLS,032c9707-6194-42b6-90f7-6e6692798560,likert,entered,2025-03-21 12:17:06.025677+01:00 CET Europe/Madrid
a3,CJLS,032c9707-6194-42b6-90f7-6e6692798560,likert,exited,2025-03-21 12:17:06.071833+01:00 CET Europe/Madrid
a3,CJLS,6af1090f-9450-4e8c-a5ad-2d527e72e6e3,likert,entered,2025-03-21 12:17:06.075900+01:00 CET Europe/Madrid
a3,CJLS,6af1090f-9450-4e8c-a5ad-2d527e72e6e3,likert,exited,2025-03-21 12:17:06.329783+01:00 CET Europe/Madrid
a3,CJLS,cccc2878-5ef8-43b4-8dc9-aef3d6e69853,likert,entered,2025-03-21 12:17:06.363899+01:00 CET Europe/Madrid
a3,CJLS,cccc2878-5ef8-43b4-8dc9-aef3d6e69853,likert,exited,2025-03-21 12:17:06.437950+01:00 CET Europe/Madrid
a3,CJLS,9bb9d247-3ff8-4b54-acee-155e9af5acfe,likert,entered,2025-03-21 12:17:06.465258+01:00 CET Europe/Madrid
a3,CJLS,9bb9d247-3ff8-4b54-acee-155e9af5acfe,likert,exited,2025-03-21 12:17:06.513704+01:00 CET Europe/Madrid
a3,CJLS,8a25591c-46f0-4302-9433-c3d71c748fd1,likert,entered,2025-03-21 12:17:06.517355+01:00 CET Europe/Madrid
a3,CJLS,8a25591c-46f0-4302-9433-c3d71c748fd1,likert,exited,2025-03-21 12:17:06.562987+01:00 CET Europe/Madrid
a3,CJLS,76a68035-e349-419f-869d-fef25ff80527,likert,entered,2025-03-21 12:17:06.565918+01:00 CET Europe/Madrid
a3,CJLS,76a68035-e349-419f-869d-fef25ff80527,likert,exited,2025-03-21 12:17:06.587529+01:00 CET Europe/Madrid
a3,CJLS,f24f7306-f35b-471a-8efc-87f2c4732fe0,likert,entered,2025-03-21 12:17:06.614313+01:00 CET Europe/Madrid
a3,CJLS,f24f7306-f35b-471a-8efc-87f2c4732fe0,likert,exited,2025-03-21 12:17:06.625298+01:00 CET Europe/Madrid
a3,CJLS,1c0528aa-7245-488b-a6f6-23ceff3cc9ef,likert,entered,2025-03-21 12:17:06.637979+01:00 CET Europe/Madrid
a3,CJLS,1c0528aa-7245-488b-a6f6-23ceff3cc9ef,likert,exited,2025-03-21 12:17:06.673841+01:00 CET Europe/Madrid
a3,CJLS,69b93607-5fee-4c6f-b42a-0cd915f87954,likert,entered,2025-03-21 12:17:06.678099+01:00 CET Europe/Madrid
a3,CJLS,69b93607-5fee-4c6f-b42a-0cd915f87954,likert,exited,2025-03-21 12:17:06.731041+01:00 CET Europe/Madrid
a3,CJLS,e74db731-565b-4164-b78d-76bdd99a123f,likert,entered,2025-03-21 12:17:06.763804+01:00 CET Europe/Madrid
a3,CJLS,e74db731-565b-4164-b78d-76bdd99a123f,likert,exited,2025-03-21 12:17:06.785907+01:00 CET Europe/Madrid
a3,CJLS,a0b645fb-be6c-4264-a361-b750d7abba38,likert,entered,2025-03-21 12:17:06.815111+01:00 CET Europe/Madrid
a3,CJLS,a0b645fb-be6c-4264-a361-b750d7abba38,likert,exited,2025-03-21 12:17:06.834711+01:00 CET Europe/Madrid
a3,CJLS,78bd34f8-e7f6-4bf8-8f4b-232bc031cfae,likert,entered,2025-03-21 12:17:06.864712+01:00 CET Europe/Madrid
a3,CJLS,78bd34f8-e7f6-4bf8-8f4b-232bc031cfae,likert,exited,2025-03-21 12:17:06.884113+01:00 CET Europe/Madrid
a3,CJLS,82b50990-c52c-413c-a0b0-291b2dc6ba81,likert,entered,2025-03-21 12:17:06.925717+01:00 CET Europe/Madrid
a3,CJLS,82b50990-c52c-413c-a0b0-291b2dc6ba81,likert,exited,2025-03-21 12:17:06.974801+01:00 CET Europe/Madrid
a3,CJLS,c7bbd525-c5ec-4ef3-bb59-11d0fc62f8f6,likert,entered,2025-03-21 12:17:06.978165+01:00 CET Europe/Madrid
a3,CJLS,c7bbd525-c5ec-4ef3-bb59-11d0fc62f8f6,likert,exited,2025-03-21 12:17:07.019471+01:00 CET Europe/Madrid
a3,CJLS,d4c715ad-4b6e-49b0-b095-8552ace72bfc,likert,entered,2025-03-21 12:17:07.024926+01:00 CET Europe/Madrid
a3,CJLS,d4c715ad-4b6e-49b0-b095-8552ace72bfc,likert,exited,2025-03-21 12:17:07.121698+01:00 CET Europe/Madrid
a3,CJLS,74247983-e7cd-4c6d-af82-15f7a2203582,likert,entered,2025-03-21 12:17:07.129352+01:00 CET Europe/Madrid
a3,CJLS,74247983-e7cd-4c6d-af82-15f7a2203582,likert,exited,2025-03-21 12:17:07.219082+01:00 CET Europe/Madrid
a3,CJLS,6a9caa23-976d-490f-be1d-664c6230bfc4,likert,entered,2025-03-21 12:17:07.226504+01:00 CET Europe/Madrid
a3,CJLS,6a9caa23-976d-490f-be1d-664c6230bfc4,likert,exited,2025-03-21 12:17:07.271247+01:00 CET Europe/Madrid
a3,CJLS,7a317816-969f-486d-9870-265902e570c8,likert,entered,2025-03-21 12:17:07.277126+01:00 CET Europe/Madrid
a3,CJLS,7a317816-969f-486d-9870-265902e570c8,likert,exited,2025-03-21 12:17:07.364761+01:00 CET Europe/Madrid
a3,CJLS,7b7bdffe-5a5a-43a4-97b7-cc3e63612cb3,likert,entered,2025-03-21 12:17:07.369397+01:00 CET Europe/Madrid
a3,CJLS,7b7bdffe-5a5a-43a4-97b7-cc3e63612cb3,likert,exited,2025-03-21 12:17:07.379771+01:00 CET Europe/Madrid
a3,CJLS,dc7a6ad6-d1db-4694-a8b1-8ef7f3455d46,likert,entered,2025-03-21 12:17:07.383123+01:00 CET Europe/Madrid
a3,CJLS,dc7a6ad6-d1db-4694-a8b1-8ef7f3455d46,likert,exited,2025-03-21 12:17:07.421139+01:00 CET Europe/Madrid
a3,CJLS,ac3a0ba3-9a48-47d5-b8fe-f346b08ecdf1,likert,entered,2025-03-21 12:17:07.424317+01:00 CET Europe/Madrid
a3,CJLS,ac3a0ba3-9a48-47d5-b8fe-f346b08ecdf1,likert,exited,2025-03-21 12:17:07.436373+01:00 CET Europe/Madrid
a3,CJLS,ae77805b-0495-4d0d-878a-a961fcc23367,mcq,entered,2025-03-21 12:17:07.464543+01:00 CET Europe/Madrid
a3,CJLS,ae77805b-0495-4d0d-878a-a961fcc23367,mcq,exited,2025-03-21 12:17:07.477709+01:00 CET Europe/Madrid
a3,CJLS,b064e333-5718-4073-a7b0-515e2460f186,likert,entered,2025-03-21 12:17:07.481020+01:00 CET Europe/Madrid
a3,CJLS,b064e333-5718-4073-a7b0-515e2460f186,likert,exited,2025-03-21 12:17:07.517171+01:00 CET Europe/Madrid
a3,CJLS,d95a3825-4476-43a5-9531-e09e91ac1f21,likert,entered,2025-03-21 12:17:07.522254+01:00 CET Europe/Madrid
a3,CJLS,d95a3825-4476-43a5-9531-e09e91ac1f21,likert,exited,2025-03-21 12:17:07.532893+01:00 CET Europe/Madrid
a3,CJLS,50198615-ab47-4fe3-b02a-2b9bf9e4469a,likert,entered,2025-03-21 12:17:07.537635+01:00 CET Europe/Madrid
a3,CJLS,50198615-ab47-4fe3-b02a-2b9bf9e4469a,likert,exited,2025-03-21 12:17:07.588909+01:00 CET Europe/Madrid
a3,CJLS,785fef58-b146-4878-a3a9-6baf13f6a6f9,likert,entered,2025-03-21 12:17:07.614881+01:00 CET Europe/Madrid
a3,CJLS,785fef58-b146-4878-a3a9-6baf13f6a6f9,likert,exited,2025-03-21 12:17:07.634854+01:00 CET Europe/Madrid
a3,CJLS,5ba94cdf-6c4b-419f-8c68-401e9e60994d,likert,entered,2025-03-21 12:17:07.664010+01:00 CET Europe/Madrid
a3,CJLS,5ba94cdf-6c4b-419f-8c68-401e9e60994d,likert,exited,2025-03-21 12:17:07.764199+01:00 CET Europe/Madrid
a3,CJLS,d9a464c6-d3cb-4cea-9535-a91c96e7d9b5,likert,entered,2025-03-21 12:17:07.769696+01:00 CET Europe/Madrid
a3,CJLS,d9a464c6-d3cb-4cea-9535-a91c96e7d9b5,likert,exited,2025-03-21 12:17:07.789234+01:00 CET Europe/Madrid
a3,CJLS,334955d4-bac8-4e30-a93e-8b8eacb812ab,likert,entered,2025-03-21 12:17:07.814306+01:00 CET Europe/Madrid
a3,CJLS,334955d4-bac8-4e30-a93e-8b8eacb812ab,likert,exited,2025-03-21 12:17:07.828357+01:00 CET Europe/Madrid
a3,CJLS,ed4229b1-2041-4a88-a0b7-622d4416b889,likert,entered,2025-03-21 12:17:07.835584+01:00 CET Europe/Madrid
a3,CJLS,ed4229b1-2041-4a88-a0b7-622d4416b889,likert,exited,2025-03-21 12:17:07.882767+01:00 CET Europe/Madrid
a3,CJLS,8d201a12-69c7-42cd-a4f2-ecc987362426,likert,entered,2025-03-21 12:17:07.913987+01:00 CET Europe/Madrid
a3,CJLS,8d201a12-69c7-42cd-a4f2-ecc987362426,likert,exited,2025-03-21 12:17:07.932171+01:00 CET Europe/Madrid
a3,CJLS,fef54ae4-52b4-44a3-a767-796bed655742,likert,entered,2025-03-21 12:17:07.940569+01:00 CET Europe/Madrid
a3,CJLS,fef54ae4-52b4-44a3-a767-796bed655742,likert,exited,2025-03-21 12:17:07.973355+01:00 CET Europe/Madrid
a3,CJLS,f00e5c4b-39f6-49c0-b5c4-a49913aa0cb3,likert,entered,2025-03-21 12:17:07.987693+01:00 CET Europe/Madrid
a3,CJLS,f00e5c4b-39f6-49c0-b5c4-a49913aa0cb3,likert,exited,2025-03-21 12:17:08.063689+01:00 CET Europe/Madrid
a3,CJLS,557d0cf4-08cf-405f-9dc9-237aba1cda22,likert,entered,2025-03-21 12:17:08.068499+01:00 CET Europe/Madrid
